Fighter1,F1_Height,F1_Weight,F1_Reach,F1_DOB,F1_profile_url,Fighter2,F2_Height,F2_Weight,F2_Reach,F2_DOB,F2_profile_url,F1_result,F2_result,F1_KD,F2_KD,F1_SS_hit,F1_SS_att,F2_SS_hit,F2_SS_att,F1_totalStrikes_hit,F1_totalStrikes_att,F2_totalStrikes_hit,F2_totalStrikes_att,F1_TD_conv,F1_TD_att,F2_TD_conv,F2_TD_att,F1_Sub,F2_Sub,F1_pass,F2_pass,F1_rev,F2_rev,F1_head_hit,F1_head_att,F2_head_hit,F2_head_att,F1_body_conv,F1_body_att,F2_body_conv,F2_body_att,F1_leg_conv,F1_leg_att,F2_leg_conv,F2_leg_att,F1_distance_conv,F1_distance_att,F2_distance_conv,F2_distance_att,F1_clinch_conv,F1_clinch_att,F2_clinch_conv,F2_clinch_att,F1_ground_conv,F1_ground_att,F2_ground_conv,F2_ground_att,Date,Location,Attendance
Jan Blachowicz,74,205,78,1983-02-24 00:00:00,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jacare Souza,73.0,185.0,72.0,1979-12-07 00:00:00,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,W,L,0,0,71,170,20,48,105,205,56,88,0,0,0,5,0,0,0,0,0,0,38,121,8,28,13,20,3,10,20,29,9,10,59,154,18,45,12,16.0,2.0,3.0,0.0,0.0,0.0,0.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Mauricio Rua,73,205,76,1981-11-25 00:00:00,http://www.ufcstats.com/fighter-details/140745cbbcb023ac,Paul Craig,75.0,205.0,76.0,1987-11-27 00:00:00,http://www.ufcstats.com/fighter-details/eabf206b162b3b83,D,D,0,0,25,66,51,99,51,108,106,160,1,3,1,4,0,1,1,1,0,0,19,57,30,71,1,2,14,20,5,7,7,8,16,48,39,82,1,1.0,9.0,13.0,8.0,17.0,3.0,4.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Charles Oliveira,70,155,74,1989-10-17 00:00:00,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Jared Gordon,69.0,155.0,68.0,1988-09-06 00:00:00,http://www.ufcstats.com/fighter-details/7026eca45f65377b,W,L,1,0,10,16,7,18,10,16,7,18,0,1,0,0,0,0,0,0,0,0,5,9,7,16,1,3,0,2,4,4,0,0,8,14,7,18,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Antonio Arroyo,75,185,73,1989-07-01 00:00:00,http://www.ufcstats.com/fighter-details/61fb8098ccf81c7f,Andre Muniz,74.0,185.0,,1990-02-17 00:00:00,http://www.ufcstats.com/fighter-details/886264a0c9f4ea5e,L,W,0,0,29,47,22,42,47,67,85,128,1,1,3,7,0,2,0,2,1,0,20,35,12,30,5,7,8,10,4,5,2,2,21,36,20,40,0,0.0,1.0,1.0,8.0,11.0,1.0,1.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Markus Perez,73,185,73,1988-06-22 00:00:00,http://www.ufcstats.com/fighter-details/2ac4628c08ec5125,Wellington Turman,72.0,185.0,72.0,1996-07-22 00:00:00,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2,L,W,0,0,49,96,48,120,56,103,59,132,0,1,2,9,0,0,0,1,0,0,33,72,35,103,13,21,8,12,3,3,5,5,26,67,23,91,21,26.0,19.0,21.0,2.0,3.0,6.0,8.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Sergio Moraes,72,170,72,1982-07-23 00:00:00,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce,James Krause,74.0,170.0,73.0,1986-06-04 00:00:00,http://www.ufcstats.com/fighter-details/8f6a18831a120817,L,W,0,3,41,99,102,174,42,100,125,200,1,4,0,0,0,0,1,1,0,1,36,91,79,148,3,6,7,10,2,2,16,16,41,99,97,166,0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Ricardo Ramos,66,135,69,1995-08-01 00:00:00,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4,Eduardo Garagorri,69.0,145.0,70.0,1989-05-28 00:00:00,http://www.ufcstats.com/fighter-details/7bde387d50829adf,W,L,0,0,10,34,6,16,12,36,6,16,2,3,0,0,1,0,1,0,0,0,3,23,3,11,3,4,3,4,4,7,0,1,9,33,6,16,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Francisco Trinaldo,69,155,70,1978-08-24 00:00:00,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,Bobby Green,70.0,155.0,71.0,1986-09-09 00:00:00,http://www.ufcstats.com/fighter-details/887961364be5ceb3,W,L,0,0,31,122,50,115,36,127,67,135,1,2,2,2,1,0,0,4,0,0,20,100,27,77,5,14,13,24,6,8,10,14,26,109,43,106,5,13.0,1.0,2.0,0.0,0.0,6.0,7.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Warlley Alves,71,170,72,1991-01-04 00:00:00,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,Randy Brown,75.0,170.0,78.0,1990-07-08 00:00:00,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,L,W,0,0,3,11,16,30,8,18,24,38,3,3,1,1,2,1,3,1,0,1,1,8,11,23,0,0,3,4,2,3,2,3,1,9,9,18,0,0.0,3.0,5.0,2.0,2.0,4.0,7.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Douglas Silva de Andrade,67,135,68,1985-06-22 00:00:00,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d,Renan Barao,66.0,135.0,70.0,1987-01-31 00:00:00,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,W,L,0,0,74,163,58,158,100,190,140,241,0,0,2,9,0,0,0,1,0,0,51,127,31,115,15,27,14,25,8,9,13,18,68,156,49,147,4,4.0,7.0,8.0,2.0,3.0,2.0,3.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Ariane Lipski,63,125,67,1994-01-26 00:00:00,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,Isabela de Padua,63.0,125.0,64.0,1991-09-04 00:00:00,http://www.ufcstats.com/fighter-details/e0f959f65d0406b4,W,L,1,0,31,63,15,42,175,224,90,128,0,0,2,3,1,1,2,0,1,0,27,58,15,42,4,4,0,0,0,1,0,0,18,45,6,26,0,0.0,0.0,0.0,13.0,18.0,9.0,16.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Vanessa Melo,65,135,65,1988-03-27 00:00:00,http://www.ufcstats.com/fighter-details/9b7dfb3b7d99926a,Tracy Cortez,65.0,125.0,,1993-12-10 00:00:00,http://www.ufcstats.com/fighter-details/68d4a891e5cf2029,L,W,0,0,40,125,79,140,76,161,155,224,0,0,2,9,0,0,0,1,0,0,32,116,53,109,7,7,16,18,1,2,10,13,32,117,46,103,6,6.0,12.0,12.0,2.0,2.0,21.0,25.0,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",10344
Zabit Magomedsharipov,73,145,73,1991-03-01 00:00:00,http://www.ufcstats.com/fighter-details/87aa9fb63d6b51a1,Calvin Kattar,71.0,145.0,72.0,1988-03-26 00:00:00,http://www.ufcstats.com/fighter-details/751de04455cfaac0,W,L,0,0,96,250,80,213,100,255,127,260,1,4,0,0,0,0,0,0,0,0,46,181,61,184,14,33,11,21,36,36,8,8,95,249,71,204,0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,2019-11-09,"Moscow, Moscow, Russia",11305
Alexander Volkov,79,250,80,1988-10-24 00:00:00,http://www.ufcstats.com/fighter-details/279566840aa55bf2,Greg Hardy,77.0,265.0,80.0,1988-07-28 00:00:00,http://www.ufcstats.com/fighter-details/85073dbd1be65ed9,W,L,0,0,86,152,46,135,86,152,51,140,0,0,0,2,0,0,0,0,0,0,44,101,23,92,26,32,13,29,16,19,10,14,86,152,46,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Zelim Imadaev,72,170,76,1995-01-25 00:00:00,http://www.ufcstats.com/fighter-details/7f0f171414d0a287,Danny Roberts,73.0,170.0,74.0,1987-07-14 00:00:00,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9,L,W,0,1,28,71,37,61,38,84,42,68,1,1,1,8,0,0,1,0,0,0,15,54,10,34,10,12,17,17,3,5,10,10,19,58,18,40,9,11.0,19.0,21.0,0.0,2.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Khadis Ibragimov,75,205,78,1995-05-21 00:00:00,http://www.ufcstats.com/fighter-details/c3218c810959d279,Ed Herman,73.0,205.0,77.0,1980-10-02 00:00:00,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77,L,W,0,0,53,102,81,140,70,124,121,183,2,4,0,4,0,0,1,0,0,0,48,95,49,103,4,6,17,19,1,1,15,18,43,91,36,79,10,11.0,43.0,59.0,0.0,0.0,2.0,2.0,2019-11-09,"Moscow, Moscow, Russia",11305
Ramazan Emeev,70,170,76,1987-05-23 00:00:00,http://www.ufcstats.com/fighter-details/abd5fb12437eda21,Anthony Rocco Martin,72.0,170.0,73.0,1989-12-11 00:00:00,http://www.ufcstats.com/fighter-details/5331b25a60417ffb,L,W,0,0,30,92,41,140,43,105,48,148,0,9,0,0,0,2,0,0,0,0,26,84,22,119,2,4,0,0,2,4,19,21,24,86,41,140,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Shamil Gamzatov,74,205,,1990-08-09 00:00:00,http://www.ufcstats.com/fighter-details/0d980975001ae3d8,Klidson Abreu,72.0,205.0,74.0,1992-12-24 00:00:00,http://www.ufcstats.com/fighter-details/7279654c7674cd24,W,L,0,0,64,138,32,78,82,158,47,95,0,1,1,2,0,0,0,0,0,0,10,59,11,48,23,34,7,15,31,45,14,15,64,138,31,76,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2019-11-09,"Moscow, Moscow, Russia",11305
Magomed Ankalaev,75,205,75,1992-06-02 00:00:00,http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,Dalcha Lungiambula,68.0,205.0,76.0,1987-07-31 00:00:00,http://www.ufcstats.com/fighter-details/ce632027bf2a871b,W,L,1,0,44,67,6,26,91,123,13,33,1,3,0,2,0,0,1,0,0,0,28,45,4,23,12,16,2,3,4,6,0,0,23,44,5,25,4,5.0,1.0,1.0,17.0,18.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Rustam Khabilov,68,155,73,1986-11-04 00:00:00,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,Sergey Khandozhko,73.0,170.0,74.0,1992-05-19 00:00:00,http://www.ufcstats.com/fighter-details/90da09db03e41748,W,L,0,0,12,28,25,51,56,79,188,219,4,12,0,0,0,0,1,0,0,0,6,21,12,33,3,4,0,3,3,3,13,15,8,23,23,49,0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Roman Kopylov,72,185,,1991-05-04 00:00:00,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6,Karl Roberson,73.0,185.0,74.0,1990-10-04 00:00:00,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,L,W,0,0,37,95,43,117,38,96,43,117,0,1,1,3,0,1,0,1,0,0,19,72,14,77,15,20,3,10,3,3,26,30,37,95,41,115,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Abubakar Nurmagomedov,71,170,,1989-11-13 00:00:00,http://www.ufcstats.com/fighter-details/029e1293e609fd74,David Zawada,72.0,170.0,75.0,1990-08-01 00:00:00,http://www.ufcstats.com/fighter-details/3bb2dc8e87b10a46,L,W,0,0,4,9,2,11,22,34,25,34,1,1,0,0,0,2,1,0,0,0,3,8,0,7,0,0,1,3,1,1,1,1,4,9,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Alexander Yakovlev,75,155,74,1984-07-18 00:00:00,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd,Roosevelt Roberts,73.0,155.0,74.0,1994-02-11 00:00:00,http://www.ufcstats.com/fighter-details/37c5366d18ed6c05,L,W,0,0,20,49,28,98,38,71,56,128,3,8,0,0,0,0,1,3,0,0,8,34,22,90,6,9,2,4,6,6,4,4,12,38,27,96,1,1.0,1.0,2.0,7.0,10.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Jessica-Rose Clark,65,125,64,1987-11-28 00:00:00,http://www.ufcstats.com/fighter-details/6c8072b61c276e67,Pannie Kianzad,67.0,135.0,66.0,1991-12-08 00:00:00,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5,L,W,0,0,65,157,98,238,71,163,103,243,0,2,0,1,0,0,0,0,0,0,37,117,71,194,6,16,14,30,22,24,13,14,65,157,93,229,0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,2019-11-09,"Moscow, Moscow, Russia",11305
Grigorii Popov,67,135,68,1984-04-18 00:00:00,http://www.ufcstats.com/fighter-details/d3fa5c5955397532,Davey Grant,68.0,135.0,69.0,1985-12-18 00:00:00,http://www.ufcstats.com/fighter-details/113df4fde64735c6,L,W,0,0,35,88,30,63,57,111,34,70,0,0,6,9,0,0,1,2,2,1,16,57,8,32,14,22,12,19,5,9,10,12,25,65,27,52,4,5.0,0.0,2.0,6.0,18.0,3.0,9.0,2019-11-09,"Moscow, Moscow, Russia",11305
Jorge Masvidal,71,170,74,1984-11-12 00:00:00,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Nate Diaz,72.0,170.0,76.0,1985-04-16 00:00:00,http://www.ufcstats.com/fighter-details/8355922d564b152c,W,L,2,0,112,179,43,104,114,184,125,194,1,1,0,2,0,0,0,0,0,0,78,136,23,74,27,35,12,21,7,8,8,9,52,92,33,91,20,25.0,10.0,13.0,40.0,62.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Kelvin Gastelum,69,185,71,1991-10-24 00:00:00,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Darren Till,72.0,170.0,74.0,1992-12-24 00:00:00,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7,L,W,0,0,40,81,36,67,50,96,37,69,1,4,1,2,0,0,0,0,0,0,8,41,19,48,11,14,2,2,21,26,15,17,26,63,34,61,14,18.0,2.0,6.0,0.0,0.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Stephen Thompson,72,170,75,1983-02-11 00:00:00,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Vicente Luque,71.0,170.0,75.0,1991-11-27 00:00:00,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,W,L,1,0,138,242,77,175,138,242,77,175,0,0,0,0,0,0,0,0,0,0,111,212,26,107,21,23,9,18,6,7,42,50,126,227,76,172,3,3.0,1.0,3.0,9.0,12.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Derrick Lewis,75,260,79,1985-02-07 00:00:00,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Blagoy Ivanov,71.0,250.0,73.0,1986-10-09 00:00:00,http://www.ufcstats.com/fighter-details/1788eee370f077b7,W,L,0,0,31,68,20,38,32,69,61,83,1,3,3,6,0,1,1,3,0,0,21,54,12,27,8,11,7,10,2,3,1,1,9,27,12,24,22,41.0,8.0,14.0,0.0,0.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Kevin Lee,69,170,77,1992-09-04 00:00:00,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,Gregor Gillespie,67.0,155.0,71.0,1986-11-13 00:00:00,http://www.ufcstats.com/fighter-details/84ff027394f7e470,W,L,1,0,21,59,9,46,21,59,9,46,0,0,0,1,0,0,0,0,0,0,19,55,8,45,2,4,0,0,0,0,1,1,20,56,9,46,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Corey Anderson,75,205,79,1989-09-22 00:00:00,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Johnny Walker,77.0,205.0,82.0,1992-03-30 00:00:00,http://www.ufcstats.com/fighter-details/c21f26bbde777573,W,L,1,0,22,39,1,3,26,43,1,3,1,2,0,0,0,0,0,0,0,0,21,38,0,2,1,1,0,0,0,0,1,1,5,15,1,3,10,13.0,0.0,0.0,7.0,11.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Shane Burgos,71,145,75,1991-03-19 00:00:00,http://www.ufcstats.com/fighter-details/98d961097baaf308,Makwan Amirkhani,70.0,145.0,72.0,1988-11-08 00:00:00,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,W,L,1,0,105,155,22,48,161,217,23,49,0,0,3,19,0,1,1,0,0,0,61,108,21,46,41,43,1,2,3,4,0,0,39,78,21,47,15,17.0,0.0,0.0,51.0,60.0,1.0,1.0,2019-11-02,"New York City, New York, USA",20143
Brad Tavares,73,185,74,1987-12-21 00:00:00,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e,Edmen Shahbazyan,74.0,185.0,74.0,1997-11-20 00:00:00,http://www.ufcstats.com/fighter-details/4144798612ef96e5,L,W,0,2,3,23,14,38,3,23,14,38,0,0,0,0,0,0,0,0,0,0,1,19,12,36,1,1,2,2,1,3,0,0,3,22,10,32,0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,2019-11-02,"New York City, New York, USA",20143
Andrei Arlovski,75,240,77,1979-02-04 00:00:00,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Jairzinho Rozenstruik,76.0,242.0,78.0,1988-03-17 00:00:00,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,L,W,0,1,4,9,5,9,4,9,5,9,0,0,0,0,0,0,0,0,0,0,1,6,4,8,0,0,0,0,3,3,1,1,4,9,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Katlyn Chookagian,69,125,68,1988-12-28 00:00:00,http://www.ufcstats.com/fighter-details/e872e9a9a902c045,Jennifer Maia,64.0,125.0,64.0,1988-10-06 00:00:00,http://www.ufcstats.com/fighter-details/8e1f36476ef02a6a,W,L,0,0,73,180,58,231,109,217,74,248,0,1,1,2,0,0,0,1,0,0,45,142,31,193,15,21,5,13,13,17,22,25,73,180,57,228,0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2019-11-02,"New York City, New York, USA",20143
Lyman Good,72,170,74,1985-05-26 00:00:00,http://www.ufcstats.com/fighter-details/4e0692ad070976e4,Chance Rencountre,74.0,170.0,75.0,1986-12-31 00:00:00,http://www.ufcstats.com/fighter-details/1ddb480b601cefb1,W,L,1,0,68,134,23,83,73,142,23,85,0,0,0,1,0,0,0,0,0,0,52,113,6,54,6,10,14,26,10,11,3,3,59,124,20,80,8,9.0,3.0,3.0,1.0,1.0,0.0,0.0,2019-11-02,"New York City, New York, USA",20143
Julio Arce,67,145,70,1989-10-27 00:00:00,http://www.ufcstats.com/fighter-details/1291edf2d566a71a,Hakeem Dawodu,68.0,145.0,73.0,1991-07-02 00:00:00,http://www.ufcstats.com/fighter-details/2c9d00968f818270,L,W,0,0,32,124,55,139,64,162,83,170,1,3,0,0,0,0,2,0,0,1,21,101,15,79,11,22,25,42,0,1,15,18,28,116,40,121,4,8.0,11.0,14.0,0.0,0.0,4.0,4.0,2019-11-02,"New York City, New York, USA",20143
Demian Maia,73,170,72,1977-11-06 00:00:00,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27,Ben Askren,71.0,170.0,73.0,1984-07-18 00:00:00,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,W,L,0,0,69,122,63,127,84,137,102,168,0,0,4,7,1,0,4,1,2,1,44,88,54,116,25,34,4,6,0,0,5,5,49,99,46,108,17,20.0,11.0,13.0,3.0,3.0,6.0,6.0,2019-10-26,"Kallang, Singapore",7155
Michael Johnson,70,145,73,1986-06-04 00:00:00,http://www.ufcstats.com/fighter-details/511e82663651438d,Stevie Ray,70.0,155.0,70.0,1990-03-25 00:00:00,http://www.ufcstats.com/fighter-details/31a13532e724ca2b,L,W,0,0,78,173,85,188,81,176,104,207,0,0,1,4,0,0,0,1,0,0,46,134,59,156,19,26,4,4,13,13,22,28,77,172,57,142,1,1.0,0.0,0.0,0.0,0.0,28.0,46.0,2019-10-26,"Kallang, Singapore",7155
Frank Camacho,70,170,73,1989-05-18 00:00:00,http://www.ufcstats.com/fighter-details/764342d39cdaa54a,Beneil Dariush,70.0,155.0,72.0,1989-05-06 00:00:00,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,L,W,0,0,3,9,13,18,3,9,14,19,0,0,2,2,0,1,0,1,0,0,1,7,8,13,2,2,3,3,0,0,2,2,2,8,11,16,1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2019-10-26,"Kallang, Singapore",7155
Ciryl Gane,76,245,81,1990-04-12 00:00:00,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a,Don'Tale Mayes,78.0,260.0,81.0,1992-01-16 00:00:00,http://www.ufcstats.com/fighter-details/1a9480fc288e55d7,W,L,1,0,94,168,32,121,99,173,40,132,3,3,0,0,1,0,1,0,0,0,50,112,14,90,30,40,5,9,14,16,13,22,68,128,30,118,22,29.0,2.0,3.0,4.0,11.0,0.0,0.0,2019-10-26,"Kallang, Singapore",7155
Muslim Salikhov,71,170,70,1984-06-09 00:00:00,http://www.ufcstats.com/fighter-details/447f9858ae78f921,Laureano Staropoli,73.0,170.0,71.0,1993-02-27 00:00:00,http://www.ufcstats.com/fighter-details/a12a8314adc1c1c9,W,L,0,0,63,132,42,138,64,133,48,144,3,5,0,3,0,0,0,0,0,0,41,105,26,110,15,20,13,25,7,7,3,3,49,109,40,135,11,18.0,2.0,3.0,3.0,5.0,0.0,0.0,2019-10-26,"Kallang, Singapore",7155
Randa Markos,64,115,63,1985-08-10 00:00:00,http://www.ufcstats.com/fighter-details/4a57ebb14315b251,Ashley Yoder,67.0,115.0,69.0,1987-10-20 00:00:00,http://www.ufcstats.com/fighter-details/b4c6c904a9ffc5e8,W,L,0,0,78,140,44,107,94,158,82,148,0,1,2,6,0,0,1,3,1,1,58,116,30,84,10,13,11,16,10,11,3,7,42,93,24,80,26,33.0,5.0,10.0,10.0,14.0,15.0,17.0,2019-10-26,"Kallang, Singapore",7155
Alex White,72,155,71,1988-10-22 00:00:00,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8,Rafael Fiziev,68.0,155.0,71.0,1993-03-05 00:00:00,http://www.ufcstats.com/fighter-details/c814b4c899793af6,L,W,0,0,55,133,66,131,66,146,73,138,0,11,1,1,0,0,0,0,0,0,37,102,40,86,15,27,12,26,3,4,14,19,36,107,52,109,18,25.0,14.0,22.0,1.0,1.0,0.0,0.0,2019-10-26,"Kallang, Singapore",7155
Enrique Barzola,67,145,70,1989-04-28 00:00:00,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4,Movsar Evloev,67.0,145.0,72.0,1994-02-11 00:00:00,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,L,W,0,0,78,234,71,233,83,239,78,244,1,5,4,11,0,0,1,0,0,0,48,189,63,220,21,31,3,5,9,14,5,8,64,212,66,221,6,7.0,4.0,10.0,8.0,15.0,1.0,2.0,2019-10-26,"Kallang, Singapore",7155
Maurice Greene,79,258,80,1986-07-05 00:00:00,http://www.ufcstats.com/fighter-details/068f8a189a47fea6,Sergei Pavlovich,75.0,257.0,84.0,1992-05-13 00:00:00,http://www.ufcstats.com/fighter-details/f14cf73e51b29254,L,W,0,1,8,22,20,37,8,22,21,38,0,0,0,0,0,0,0,0,0,0,1,11,20,36,1,2,0,1,6,9,0,0,8,22,7,17,0,0.0,5.0,8.0,0.0,0.0,8.0,12.0,2019-10-26,"Kallang, Singapore",7155
Loma Lookboonmee,61,115,61,1996-01-18 00:00:00,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61,Alexandra Albu,62.0,115.0,63.0,1990-07-14 00:00:00,http://www.ufcstats.com/fighter-details/e76d9f656ceb82ab,W,L,0,0,99,151,65,157,112,164,77,171,1,6,1,3,0,0,0,0,0,0,31,66,42,128,54,71,21,25,14,14,2,4,38,74,34,114,61,77.0,29.0,39.0,0.0,0.0,2.0,4.0,2019-10-26,"Kallang, Singapore",7155
Raphael Pessoa,75,262,78,1989-03-09 00:00:00,http://www.ufcstats.com/fighter-details/41f90012b86a11bf,Jeff Hughes,74.0,250.0,78.0,1988-05-17 00:00:00,http://www.ufcstats.com/fighter-details/6a11e325aa60ad02,W,L,1,0,39,138,34,77,43,143,48,93,0,0,0,0,0,0,0,0,0,1,22,112,10,46,3,8,6,9,14,18,18,22,32,125,28,68,7,13.0,3.0,4.0,0.0,0.0,3.0,5.0,2019-10-26,"Kallang, Singapore",7155
Dominick Reyes,76,205,77,1989-12-26 00:00:00,http://www.ufcstats.com/fighter-details/2e19380f34871c6a,Chris Weidman,74.0,185.0,78.0,1984-06-17 00:00:00,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,W,L,1,0,8,11,3,6,9,12,10,13,0,0,1,4,0,0,0,0,0,0,7,10,1,4,0,0,2,2,1,1,0,0,2,4,1,3,2,2.0,1.0,1.0,4.0,5.0,1.0,2.0,2019-10-18,"Boston, Massachusetts, USA",12066
Yair Rodriguez,71,145,71,1992-10-06 00:00:00,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,Jeremy Stephens,68.0,145.0,71.0,1986-05-25 00:00:00,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,W,L,0,0,96,170,50,95,136,213,99,156,0,3,3,4,0,0,0,1,0,0,65,127,35,76,14,23,10,10,17,20,5,9,54,100,19,51,6,10.0,6.0,11.0,36.0,60.0,25.0,33.0,2019-10-18,"Boston, Massachusetts, USA",12066
Greg Hardy,77,265,80,1988-07-28 00:00:00,http://www.ufcstats.com/fighter-details/85073dbd1be65ed9,Ben Sosoli,69.0,265.0,72.0,1989-12-10 00:00:00,http://www.ufcstats.com/fighter-details/326f94d6cfb1bf25,NC,NC,0,0,54,105,26,97,54,105,26,97,0,0,0,0,0,0,0,0,0,0,22,72,15,78,5,5,10,18,27,28,1,1,52,103,26,96,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
Joe Lauzon,70,155,71,1984-05-22 00:00:00,http://www.ufcstats.com/fighter-details/3bad7ef643840f67,Jonathan Pearce,72.0,155.0,71.0,1992-05-01 00:00:00,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43,W,L,0,0,25,36,8,19,28,39,8,19,1,2,0,0,0,0,2,0,0,0,24,35,4,14,1,1,2,3,0,0,2,2,9,19,8,18,1,1.0,0.0,1.0,15.0,16.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
Maycee Barber,65,125,65,1998-05-18 00:00:00,http://www.ufcstats.com/fighter-details/6a740daf1b279661,Gillian Robertson,65.0,125.0,63.0,1995-05-17 00:00:00,http://www.ufcstats.com/fighter-details/38c7f72747f4f712,W,L,0,0,34,68,12,28,40,74,15,31,0,0,0,2,0,0,0,0,0,0,31,65,8,21,3,3,2,3,0,0,2,4,15,46,11,27,16,19.0,1.0,1.0,3.0,3.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
